loss,binary_accuracy,precision,auc,recall,true_negatives,false_positives,false_negatives,true_positives,f1
0.5115624070167542,0.747474730014801,0.768750011920929,0.7877727746963501,0.904411792755127,25.0,37.0,13.0,123.0,0.8310810998898513
