loss,binary_accuracy,precision,auc,recall,true_negatives,false_positives,false_negatives,true_positives,f1
0.4528661072254181,0.8282828330993652,0.8072289228439331,0.7841556072235107,0.9852941036224365,30.0,32.0,2.0,134.0,0.8874172171941582
