loss,binary_accuracy,precision,auc,recall,true_negatives,false_positives,false_negatives,true_positives,f1
0.374521940946579,0.857569694519043,0.8437132835388184,0.858016312122345,0.9862637519836426,143.0,133.0,10.0,718.0,0.9094363617343005
