loss,binary_accuracy,precision,auc,recall,true_negatives,false_positives,false_negatives,true_positives,f1
0.48943188786506653,0.7562189102172852,0.790960431098938,0.7397287487983704,0.9210526347160339,12.0,37.0,12.0,140.0,0.851063819040435
