epoch,auc,binary_accuracy,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_auc,val_binary_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.5051310062408447,0.7248594760894775,2.0,879.0,0.6031465530395508,0.725226640701294,0.9991386532783508,1.0,2320.0,0.5878241062164307,0.7412499785423279,0.0,207.0,0.5977722406387329,0.7412499785423279,1.0,0.0,593.0
1,0.5111569166183472,0.7251717448234558,0.0,880.0,0.5909847021102905,0.7251717448234558,1.0,0.0,2322.0,0.6168829798698425,0.7412499785423279,0.0,207.0,0.5792577266693115,0.7412499785423279,1.0,0.0,593.0
2,0.5189406275749207,0.7251717448234558,0.0,880.0,0.5886290073394775,0.7251717448234558,1.0,0.0,2322.0,0.6358441114425659,0.7412499785423279,0.0,207.0,0.5741620063781738,0.7412499785423279,1.0,0.0,593.0
3,0.5341895222663879,0.7251717448234558,0.0,880.0,0.5865440368652344,0.7251717448234558,1.0,0.0,2322.0,0.6438114643096924,0.7412499785423279,0.0,207.0,0.5701661109924316,0.7412499785423279,1.0,0.0,593.0
4,0.5559984445571899,0.7251717448234558,0.0,880.0,0.5840036869049072,0.7251717448234558,1.0,0.0,2322.0,0.6429723501205444,0.7412499785423279,0.0,207.0,0.5675085186958313,0.7412499785423279,1.0,0.0,593.0
5,0.5741775631904602,0.7251717448234558,0.0,880.0,0.581245481967926,0.7251717448234558,1.0,0.0,2322.0,0.6444876194000244,0.7412499785423279,0.0,207.0,0.5642736554145813,0.7412499785423279,1.0,0.0,593.0
6,0.5901464223861694,0.7251717448234558,0.0,880.0,0.5783884525299072,0.7251717448234558,1.0,0.0,2322.0,0.6433348655700684,0.7412499785423279,0.0,207.0,0.5623977780342102,0.7412499785423279,1.0,0.0,593.0
7,0.6029855012893677,0.7251717448234558,0.0,880.0,0.5752596855163574,0.7251717448234558,1.0,0.0,2322.0,0.6481861472129822,0.7412499785423279,0.0,207.0,0.5599491000175476,0.7412499785423279,1.0,0.0,593.0
8,0.6161929368972778,0.7251717448234558,0.0,880.0,0.5720359086990356,0.7251717448234558,1.0,0.0,2322.0,0.6521738767623901,0.7412499785423279,0.0,207.0,0.5585824847221375,0.7412499785423279,1.0,0.0,593.0
9,0.6269265413284302,0.7251717448234558,0.0,880.0,0.5684927105903625,0.7251717448234558,1.0,0.0,2322.0,0.6589070558547974,0.7412499785423279,0.0,207.0,0.5568652749061584,0.7412499785423279,1.0,0.0,593.0
10,0.6313165426254272,0.7251717448234558,0.0,880.0,0.5670331716537476,0.7251717448234558,1.0,0.0,2322.0,0.6553592085838318,0.7412499785423279,0.0,207.0,0.5548598170280457,0.7412499785423279,1.0,0.0,593.0
