loss,binary_accuracy,precision,auc,recall,true_negatives,false_positives,false_negatives,true_positives,f1
0.25355878472328186,0.93034827709198,0.93034827709198,0.5788769721984863,1.0,0.0,14.0,0.0,187.0,0.9639175356413152
