loss,binary_accuracy,precision,auc,recall,true_negatives,false_positives,false_negatives,true_positives,f1
0.5495914816856384,0.7280876636505127,0.7281845808029175,0.6847203969955444,0.9972527623176575,5.0,271.0,2.0,726.0,0.8417391539347118
