loss,binary_accuracy,precision,auc,recall,true_negatives,false_positives,false_negatives,true_positives,f1
0.6643557548522949,0.6341463327407837,0.6341463327407837,0.5758974552154541,1.0,0.0,75.0,0.0,130.0,0.7761193964523312
