epoch,auc,binary_accuracy,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_auc,val_binary_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.5124164819717407,0.6009463667869568,58.0,195.0,0.7443366646766663,0.6320754885673523,0.8524172902107239,46.0,335.0,0.4623352289199829,0.6265822649002075,0.0,59.0,0.670856237411499,0.6265822649002075,1.0,0.0,99.0
1,0.502127468585968,0.6056782603263855,17.0,233.0,0.6714452505111694,0.6174055933952332,0.9567430019378662,8.0,376.0,0.4707241952419281,0.6265822649002075,0.0,59.0,0.6630350947380066,0.6265822649002075,1.0,0.0,99.0
2,0.50667804479599,0.6198738217353821,0.0,241.0,0.6686055064201355,0.6198738217353821,1.0,0.0,393.0,0.49768877029418945,0.6265822649002075,0.0,59.0,0.6624509692192078,0.6265822649002075,1.0,0.0,99.0
3,0.5072376728057861,0.6198738217353821,0.0,241.0,0.667307436466217,0.6198738217353821,1.0,0.0,393.0,0.5020544528961182,0.6265822649002075,0.0,59.0,0.6623488664627075,0.6265822649002075,1.0,0.0,99.0
4,0.5116668343544006,0.6198738217353821,0.0,241.0,0.6667973399162292,0.6198738217353821,1.0,0.0,393.0,0.5346686840057373,0.6265822649002075,0.0,59.0,0.6618289351463318,0.6265822649002075,1.0,0.0,99.0
5,0.512231707572937,0.6198738217353821,0.0,241.0,0.6665285229682922,0.6198738217353821,1.0,0.0,393.0,0.5792672634124756,0.6265822649002075,0.0,59.0,0.6614118814468384,0.6265822649002075,1.0,0.0,99.0
6,0.5124481320381165,0.6198738217353821,0.0,241.0,0.6658139228820801,0.6198738217353821,1.0,0.0,393.0,0.5591508150100708,0.6265822649002075,0.0,59.0,0.6609299182891846,0.6265822649002075,1.0,0.0,99.0
7,0.5064457654953003,0.6198738217353821,0.0,241.0,0.6662923693656921,0.6198738217353821,1.0,0.0,393.0,0.5880842208862305,0.6265822649002075,0.0,59.0,0.6601712703704834,0.6265822649002075,1.0,0.0,99.0
8,0.5170462131500244,0.6198738217353821,0.0,241.0,0.6649606227874756,0.6198738217353821,1.0,0.0,393.0,0.6138503551483154,0.6265822649002075,0.0,59.0,0.660108745098114,0.6265822649002075,1.0,0.0,99.0
9,0.5212537050247192,0.6198738217353821,0.0,241.0,0.6656476855278015,0.6198738217353821,1.0,0.0,393.0,0.6118814945220947,0.6265822649002075,0.0,59.0,0.660185694694519,0.6265822649002075,1.0,0.0,99.0
10,0.5212589502334595,0.6198738217353821,0.0,241.0,0.6655219793319702,0.6198738217353821,1.0,0.0,393.0,0.6070021986961365,0.6265822649002075,0.0,59.0,0.659534215927124,0.6265822649002075,1.0,0.0,99.0
11,0.5198969841003418,0.6198738217353821,0.0,241.0,0.6654346585273743,0.6198738217353821,1.0,0.0,393.0,0.597671627998352,0.6265822649002075,0.0,59.0,0.6589785218238831,0.6265822649002075,1.0,0.0,99.0
12,0.5341716408729553,0.6198738217353821,0.0,241.0,0.6632168889045715,0.6198738217353821,1.0,0.0,393.0,0.6023796796798706,0.6265822649002075,0.0,59.0,0.6588156223297119,0.6265822649002075,1.0,0.0,99.0
13,0.5299853086471558,0.6198738217353821,0.0,241.0,0.6640355587005615,0.6198738217353821,1.0,0.0,393.0,0.6193288564682007,0.6265822649002075,0.0,59.0,0.6581041216850281,0.6265822649002075,1.0,0.0,99.0
14,0.5293992757797241,0.6198738217353821,0.0,241.0,0.6637833118438721,0.6198738217353821,1.0,0.0,393.0,0.5943331718444824,0.6265822649002075,0.0,59.0,0.6575381755828857,0.6265822649002075,1.0,0.0,99.0
15,0.5296632647514343,0.6198738217353821,0.0,241.0,0.6633419394493103,0.6198738217353821,1.0,0.0,393.0,0.6089710593223572,0.6265822649002075,0.0,59.0,0.6569243669509888,0.6265822649002075,1.0,0.0,99.0
16,0.5262635350227356,0.6198738217353821,0.0,241.0,0.6642583012580872,0.6198738217353821,1.0,0.0,393.0,0.610169529914856,0.6265822649002075,0.0,59.0,0.6563660502433777,0.6265822649002075,1.0,0.0,99.0
17,0.5307349562644958,0.6198738217353821,0.0,241.0,0.6636365652084351,0.6198738217353821,1.0,0.0,393.0,0.6245505809783936,0.6265822649002075,0.0,59.0,0.655986487865448,0.6265822649002075,1.0,0.0,99.0
18,0.5406068563461304,0.6198738217353821,0.0,241.0,0.6619105339050293,0.6198738217353821,1.0,0.0,393.0,0.6200137138366699,0.6265822649002075,0.0,59.0,0.6552688479423523,0.6265822649002075,1.0,0.0,99.0
19,0.5525007247924805,0.6198738217353821,0.0,241.0,0.6612389087677002,0.6198738217353821,1.0,0.0,393.0,0.6196712851524353,0.6265822649002075,0.0,59.0,0.6551194190979004,0.6265822649002075,1.0,0.0,99.0
20,0.5409183502197266,0.6198738217353821,0.0,241.0,0.661200761795044,0.6198738217353821,1.0,0.0,393.0,0.6200137138366699,0.6265822649002075,0.0,59.0,0.6543661952018738,0.6265822649002075,1.0,0.0,99.0
