epoch,auc,binary_accuracy,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_auc,val_binary_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.4434966444969177,0.7651633024215698,17.0,134.0,0.5838612914085388,0.7856000065803528,0.9665354490280151,1.0,491.0,0.6282355189323425,0.762499988079071,0.0,38.0,0.656405508518219,0.762499988079071,1.0,0.0,122.0
1,0.45349225401878357,0.7900466322898865,0.0,135.0,0.5366153120994568,0.7900466322898865,1.0,0.0,508.0,0.6713762283325195,0.762499988079071,0.0,38.0,0.6226869225502014,0.762499988079071,1.0,0.0,122.0
2,0.4617672562599182,0.7900466322898865,0.0,135.0,0.5301451683044434,0.7900466322898865,1.0,0.0,508.0,0.6770923137664795,0.762499988079071,0.0,38.0,0.6148087978363037,0.762499988079071,1.0,0.0,122.0
3,0.4829760789871216,0.7900466322898865,0.0,135.0,0.5270467400550842,0.7900466322898865,1.0,0.0,508.0,0.680867075920105,0.762499988079071,0.0,38.0,0.6051455140113831,0.762499988079071,1.0,0.0,122.0
4,0.48075971007347107,0.7900466322898865,0.0,135.0,0.5271148681640625,0.7900466322898865,1.0,0.0,508.0,0.6839948296546936,0.762499988079071,0.0,38.0,0.5861786007881165,0.762499988079071,1.0,0.0,122.0
5,0.4850248098373413,0.7900466322898865,0.0,135.0,0.5233694314956665,0.7900466322898865,1.0,0.0,508.0,0.6860439777374268,0.762499988079071,0.0,38.0,0.5798633694648743,0.762499988079071,1.0,0.0,122.0
6,0.5048556327819824,0.7900466322898865,0.0,135.0,0.5217062830924988,0.7900466322898865,1.0,0.0,508.0,0.6867989897727966,0.762499988079071,0.0,38.0,0.5763654708862305,0.762499988079071,1.0,0.0,122.0
7,0.5129192471504211,0.7900466322898865,0.0,135.0,0.5196456909179688,0.7900466322898865,1.0,0.0,508.0,0.6900345087051392,0.762499988079071,0.0,38.0,0.5680180788040161,0.762499988079071,1.0,0.0,122.0
8,0.5067293643951416,0.7900466322898865,0.0,135.0,0.5198850035667419,0.7900466322898865,1.0,0.0,508.0,0.6943485736846924,0.762499988079071,0.0,38.0,0.5629397630691528,0.762499988079071,1.0,0.0,122.0
9,0.525444746017456,0.7900466322898865,0.0,135.0,0.5169997811317444,0.7900466322898865,1.0,0.0,508.0,0.6929465532302856,0.762499988079071,0.0,38.0,0.5590826869010925,0.762499988079071,1.0,0.0,122.0
10,0.5311023592948914,0.7900466322898865,0.0,135.0,0.5164134502410889,0.7900466322898865,1.0,0.0,508.0,0.6958584785461426,0.762499988079071,0.0,38.0,0.5558085441589355,0.762499988079071,1.0,0.0,122.0
11,0.5355643033981323,0.7900466322898865,0.0,135.0,0.5160199999809265,0.7900466322898865,1.0,0.0,508.0,0.6935936212539673,0.762499988079071,0.0,38.0,0.5539782643318176,0.762499988079071,1.0,0.0,122.0
12,0.5578083992004395,0.7900466322898865,0.0,135.0,0.5120090842247009,0.7900466322898865,1.0,0.0,508.0,0.6952113509178162,0.762499988079071,0.0,38.0,0.551105260848999,0.762499988079071,1.0,0.0,122.0
13,0.5796806812286377,0.7900466322898865,0.0,135.0,0.5083852410316467,0.7900466322898865,1.0,0.0,508.0,0.6963977813720703,0.762499988079071,0.0,38.0,0.5477175712585449,0.762499988079071,1.0,0.0,122.0
14,0.5802347660064697,0.7900466322898865,0.0,135.0,0.5082072615623474,0.7900466322898865,1.0,0.0,508.0,0.6954271197319031,0.762499988079071,0.0,38.0,0.5427429676055908,0.762499988079071,1.0,0.0,122.0
15,0.5484762191772461,0.7900466322898865,0.0,135.0,0.5136758685112,0.7900466322898865,1.0,0.0,508.0,0.6994175910949707,0.762499988079071,0.0,38.0,0.5392919778823853,0.762499988079071,1.0,0.0,122.0
16,0.5695391893386841,0.7900466322898865,0.0,135.0,0.511056125164032,0.7900466322898865,1.0,0.0,508.0,0.7008196711540222,0.762499988079071,0.0,38.0,0.5367314219474792,0.762499988079071,1.0,0.0,122.0
17,0.5784193277359009,0.7900466322898865,0.0,135.0,0.5086925029754639,0.7900466322898865,1.0,0.0,508.0,0.6996333599090576,0.762499988079071,0.0,38.0,0.5354971885681152,0.762499988079071,1.0,0.0,122.0
18,0.5614756345748901,0.7900466322898865,0.0,135.0,0.5113964676856995,0.7900466322898865,1.0,0.0,508.0,0.7056729793548584,0.762499988079071,0.0,38.0,0.535075306892395,0.762499988079071,1.0,0.0,122.0
19,0.5722295045852661,0.7900466322898865,0.0,135.0,0.509046196937561,0.7900466322898865,1.0,0.0,508.0,0.7045944929122925,0.762499988079071,0.0,38.0,0.5323998332023621,0.762499988079071,1.0,0.0,122.0
20,0.56844562292099,0.7900466322898865,0.0,135.0,0.5092907547950745,0.7900466322898865,1.0,0.0,508.0,0.70933997631073,0.762499988079071,0.0,38.0,0.5288956761360168,0.762499988079071,1.0,0.0,122.0
21,0.5842081904411316,0.7900466322898865,0.0,135.0,0.5061731934547424,0.7900466322898865,1.0,0.0,508.0,0.7107420563697815,0.762499988079071,0.0,38.0,0.5260361433029175,0.762499988079071,1.0,0.0,122.0
22,0.5678988099098206,0.7900466322898865,0.0,135.0,0.5092151165008545,0.7900466322898865,1.0,0.0,508.0,0.7113891839981079,0.762499988079071,0.0,38.0,0.5270726680755615,0.762499988079071,1.0,0.0,122.0
23,0.580460786819458,0.7900466322898865,0.0,135.0,0.5083496570587158,0.7900466322898865,1.0,0.0,508.0,0.7165660262107849,0.762499988079071,0.0,38.0,0.5268737077713013,0.762499988079071,1.0,0.0,122.0
