loss,binary_accuracy,precision,auc,recall,true_negatives,false_positives,false_negatives,true_positives,f1
0.26661375164985657,0.93034827709198,0.93034827709198,0.5429717302322388,1.0,0.0,14.0,0.0,187.0,0.9639175356413152
