loss,binary_accuracy,precision,auc,recall,true_negatives,false_positives,false_negatives,true_positives,f1
0.6625370979309082,0.6281406879425049,0.6269429922103882,0.5558408498764038,0.9837398529052734,4.0,72.0,2.0,121.0,0.7658227798319304
