loss,binary_accuracy,precision,auc,recall,true_negatives,false_positives,false_negatives,true_positives,f1
0.47720474004745483,0.8097561001777649,0.782608687877655,0.852512776851654,0.9692307710647583,40.0,35.0,4.0,126.0,0.8659793774157393
